"ID","guid","post_type","post_title","blog_number"
2001602752,"https://qa.unthsc.edu/academic-affairs?page_id=2001602752","page","Teaching Aids - Learning Management System-Blackboard Learn 9.1",22
2001602753,"https://qa.unthsc.edu/academic-affairs?page_id=2001602753","page","Teaching Aids - Classroom Response System-iClicker",22
2001602754,"https://qa.unthsc.edu/academic-affairs?page_id=2001602754","page","Teaching Aids - Plagiarism Prevention -Turnitin",22
2001602755,"https://qa.unthsc.edu/academic-affairs?page_id=2001602755","page","Teaching Aids - Collaborative Learning-Wimba Classroom",22
2001602756,"https://qa.unthsc.edu/academic-affairs?page_id=2001602756","page","Teaching Aids - PowerPoint Slide Narration & formatting- Articulate Presenter",22
2001602757,"https://qa.unthsc.edu/academic-affairs?page_id=2001602757","page","Teaching Aids - Electronic Portfolio- iWebfolio",22
2001602758,"https://qa.unthsc.edu/academic-affairs?page_id=2001602758","page","Lecture Capture- Panopto",22
2001602759,"https://qa.unthsc.edu/academic-affairs?page_id=2001602759","page","LectureTools-Student Engagement and Assessment",22
2001602760,"https://qa.unthsc.edu/academic-affairs?page_id=2001602760","page","Teaching Aids",22
2001602761,"https://qa.unthsc.edu/academic-affairs?page_id=2001602761","page","Workshops",22
2001602765,"https://qa.unthsc.edu/academic-affairs?page_id=2001602765","page","Beyond Simple Bullet Points",22
2001602766,"https://qa.unthsc.edu/academic-affairs?page_id=2001602766","page","Excel Workshop",22
2001602767,"https://qa.unthsc.edu/academic-affairs?page_id=2001602767","page","Rubric Workshops",22
2001602768,"https://qa.unthsc.edu/academic-affairs?page_id=2001602768","page","Teaching Today's Learning",22
2001602769,"https://qa.unthsc.edu/academic-affairs?page_id=2001602769","page","Workshop News",22
2001612773,"https://qa.unthsc.edu/academic-affairs?page_id=2001612773","page","Course Design Overview",22
2001612776,"https://qa.unthsc.edu/academic-affairs?page_id=2001612776","page","QEP Implementation",22
2001612784,"https://qa.unthsc.edu/academic-affairs?page_id=2001612784","page","QEP HOT Topics of the Week Videos",22
2003692124,"https://qa.unthsc.edu/academic-affairs?page_id=2003692124","page","Canvas",22
2003693647,"https://qa.unthsc.edu/academic-affairs?page_id=2003693647","page","Draft State",22
2005612608,"https://qa.unthsc.edu/academic-affairs?page_id=2005612608","page","Projects",22
2006491591,"https://qa.unthsc.edu/academic-affairs?page_id=2006491591","page","LINKS",22
2006491593,"https://qa.unthsc.edu/academic-affairs?page_id=2006491593","page","CONTINUING EDUCATION",22
2007372533,"https://qa.unthsc.edu/academic-affairs?page_id=2007372533","page","Alerts and News",22
2007372536,"https://qa.unthsc.edu/academic-affairs?page_id=2007372536","page","Accounts and Login",22
2007372811,"https://qa.unthsc.edu/academic-affairs?page_id=2007372811","page","Enter a Work Order",22
2007372812,"https://qa.unthsc.edu/academic-affairs?page_id=2007372812","page"," Account Request",22
2007372814,"https://qa.unthsc.edu/academic-affairs?page_id=2007372814","page","Get Hardware",22
2007372816,"https://qa.unthsc.edu/academic-affairs?page_id=2007372816","page","Mac Support",22
2007372818,"https://qa.unthsc.edu/academic-affairs?page_id=2007372818","page"," CETS Services Main Page",22
2007372823,"https://qa.unthsc.edu/academic-affairs?page_id=2007372823","page","Email",22
2007372824,"https://qa.unthsc.edu/academic-affairs?page_id=2007372824","page","WiFi",22
2007372825,"https://qa.unthsc.edu/academic-affairs?page_id=2007372825","page","Login/Passwords",22
2007372827,"https://qa.unthsc.edu/academic-affairs?page_id=2007372827","page","Mobile Devices",22
2007372829,"https://qa.unthsc.edu/academic-affairs?page_id=2007372829","page","Student Email",22
2007372830,"https://qa.unthsc.edu/academic-affairs?page_id=2007372830","page","Faculty/Staff Email",22
2007372884,"https://qa.unthsc.edu/academic-affairs?page_id=2007372884","page","Office 365",22
2007372904,"https://qa.unthsc.edu/academic-affairs?page_id=2007372904","page","Connecting to UNTHSC Wireless - Android",22
2007373680,"https://qa.unthsc.edu/academic-affairs?page_id=2007373680","page","Office 365 @ UNTHSC",22
2007373723,"https://qa.unthsc.edu/academic-affairs?page_id=2007373723","page","Connecting to TCOM Calendars",22
200719,"https://qa.unthsc.edu/academic-affairs?page_id=200719","page","Qualtrics Survey Tool",22
200769,"https://qa.unthsc.edu/academic-affairs?page_id=200769","page","CETS",22
200143170,"https://qa.unthsc.edu/academic-affairs?page_id=200143170","page","Telecommunications",22
200559922,"https://qa.unthsc.edu/academic-affairs?page_id=200559922","page","Program Goal",22
200559923,"https://qa.unthsc.edu/academic-affairs?page_id=200559923","page","Program Objectives",22
200559925,"https://qa.unthsc.edu/academic-affairs?page_id=200559925","page","Program Target Populations",22
200559926,"https://qa.unthsc.edu/academic-affairs?page_id=200559926","page","News",22
200559928,"https://qa.unthsc.edu/academic-affairs?page_id=200559928","page","AGHE GET-IT Presentations",22
200559929,"https://qa.unthsc.edu/academic-affairs?page_id=200559929","page","AGS GET-IT Poster Presentations",22
200559930,"https://qa.unthsc.edu/academic-affairs?page_id=200559930","page","AGS 2010 SAGE Poster",22
200559934,"https://qa.unthsc.edu/academic-affairs?page_id=200559934","page","Students",22
200559935,"https://qa.unthsc.edu/academic-affairs?page_id=200559935","page","Student Chapter AGS",22
200559937,"https://qa.unthsc.edu/academic-affairs?page_id=200559937","page","SAGE",22
2005591085,"https://qa.unthsc.edu/academic-affairs?page_id=2005591085","page","Student Grand Rounds",22
2005591089,"https://qa.unthsc.edu/academic-affairs?page_id=2005591089","page","Volunteer Patients",22
2005591095,"https://qa.unthsc.edu/academic-affairs?page_id=2005591095","page","Products",22
2005591097,"https://qa.unthsc.edu/academic-affairs?page_id=2005591097","page","Division of Rural Medicine Faculty",22
2005591098,"https://qa.unthsc.edu/academic-affairs?page_id=2005591098","page","Texas OPTI Faculty",22
2005591100,"https://qa.unthsc.edu/academic-affairs?page_id=2005591100","page","Get-It Faculty",22
2005591104,"https://qa.unthsc.edu/academic-affairs?page_id=2005591104","page","GAP",22
2005591106,"https://qa.unthsc.edu/academic-affairs?page_id=2005591106","page","Physicians",22
2005591108,"https://qa.unthsc.edu/academic-affairs?page_id=2005591108","page","Faculty",22
2005591111,"https://qa.unthsc.edu/academic-affairs?page_id=2005591111","page","Residents",22
2005593231,"https://qa.unthsc.edu/academic-affairs?page_id=2005593231","page","test page",22
2008733645,"https://qa.unthsc.edu/academic-affairs?page_id=2008733645","page","Members",22
200128000,"https://qa.unthsc.edu/academic-affairs/?page_id=200128000","page","Academic Affairs Download Pages",22
2008794541,"https://qa.unthsc.edu/academic-affairs/?page_id=2008794541","page","Center for online education",22
200700,"https://qa.unthsc.edu/administrative?page_id=200700","page","Clinical Compliance ",23
2002062472,"https://qa.unthsc.edu/administrative?page_id=2002062472","page"," Policies and Procedures",23
200184,"https://qa.unthsc.edu/administrative?page_id=200184","page","Institutional Compliance Office",23
200221,"https://qa.unthsc.edu/administrative?page_id=200221","page","Human Resource Services",23
200710,"https://qa.unthsc.edu/administrative?page_id=200710","page","Office of Financial Planning and Budget",23
200860,"https://qa.unthsc.edu/administrative?page_id=200860","page","Financial Systems",23
200184714,"https://qa.unthsc.edu/administrative?page_id=200184714","page","Campus Policies",23
200184724,"https://qa.unthsc.edu/administrative?page_id=200184724","page","Campus Training Opportunities",23
200221312,"https://qa.unthsc.edu/administrative?page_id=200221312","page","Forms, Letters, and Calendar",23
200221322,"https://qa.unthsc.edu/administrative?page_id=200221322","page","On-Boarding",23
200221627,"https://qa.unthsc.edu/administrative?page_id=200221627","page","Contact Us",23
200505365,"https://qa.unthsc.edu/administrative?page_id=200505365","page","Professional Development",23
200505559,"https://qa.unthsc.edu/administrative?page_id=200505559","page","Staff Performance Evaluations",23
200505560,"https://qa.unthsc.edu/administrative?page_id=200505560","page","Required Annual Training for Faculty and Staff",23
200505590,"https://qa.unthsc.edu/administrative?page_id=200505590","page","Register for a Class",23
200505596,"https://qa.unthsc.edu/administrative?page_id=200505596","page","UNTHSC Training Offerings",23
200505598,"https://qa.unthsc.edu/administrative?page_id=200505598","page","Microsoft Online Training",23
2001843787,"https://qa.unthsc.edu/administrative?page_id=2001843787","page","Training Home",23
2001843788,"https://qa.unthsc.edu/administrative?page_id=2001843788","page","Faculty / Staff",23
2001843790,"https://qa.unthsc.edu/administrative?page_id=2001843790","page","Student",23
2001843791,"https://qa.unthsc.edu/administrative?page_id=2001843791","page","Contract Worker",23
2003022229,"https://qa.unthsc.edu/administrative?page_id=2003022229","page","Surveys",23
2007103381,"https://qa.unthsc.edu/administrative?page_id=2007103381","page","The Office of Financial Systems",23
2007142181,"https://qa.unthsc.edu/administrative?page_id=2007142181","page","Refunds",23
2007142183,"https://qa.unthsc.edu/administrative?page_id=2007142183","page","Student Finance Payment Information",23
2007962181,"https://qa.unthsc.edu/administrative?page_id=2007962181","page","Refunds",23
2007962183,"https://qa.unthsc.edu/administrative?page_id=2007962183","page","Student Finance Payment Information",23
2008603266,"https://qa.unthsc.edu/administrative?page_id=2008603266","page","Cognos Financial Reporting",23
200713000,"https://qa.unthsc.edu/administrative/?page_id=200713000","page","Administrative Download Pages",23
200162,"https://qa.unthsc.edu/operations?page_id=200162","page","Central Services",24
200194,"https://qa.unthsc.edu/operations?page_id=200194","page","Construction Management",24
200196,"https://qa.unthsc.edu/operations?page_id=200196","page","Facilities Management Services",24
200197,"https://qa.unthsc.edu/operations?page_id=200197","page","Utilities & Energy Managment",24
200563,"https://qa.unthsc.edu/operations?page_id=200563","page","Sustainability",24
200724,"https://qa.unthsc.edu/operations?page_id=200724","page","Emergency Management",24
200804,"https://qa.unthsc.edu/operations?page_id=200804","page","Facilities Management Services",24
200805,"https://qa.unthsc.edu/operations?page_id=200805","page","Construction Management",24
200807,"https://qa.unthsc.edu/operations?page_id=200807","page","Utilities & Energy Managment",24
2001622155,"https://qa.unthsc.edu/operations?page_id=2001622155","page"," CSForms ",24
2001622173,"https://qa.unthsc.edu/operations?page_id=2001622173","page","Mail Services FAQ's",24
2001622174,"https://qa.unthsc.edu/operations?page_id=2001622174","page","Property Control FAQ's",24
2001622178,"https://qa.unthsc.edu/operations?page_id=2001622178","page","RFID Implementation Tasks",24
2001922582,"https://qa.unthsc.edu/operations?page_id=2001922582","page","Procedures",24
2001952572,"https://qa.unthsc.edu/operations?page_id=2001952572","page","Recycling Program",24
2005631026,"https://qa.unthsc.edu/operations?page_id=2005631026","page","Mission/Vision",24
2005631029,"https://qa.unthsc.edu/operations?page_id=2005631029","page","UNTHSC is Doing",24
2005631031,"https://qa.unthsc.edu/operations?page_id=2005631031","page","Water",24
2005631033,"https://qa.unthsc.edu/operations?page_id=2005631033","page","Waste",24
2005631036,"https://qa.unthsc.edu/operations?page_id=2005631036","page","Purchasing",24
2005631037,"https://qa.unthsc.edu/operations?page_id=2005631037","page","Green Purchasing",24
2005631039,"https://qa.unthsc.edu/operations?page_id=2005631039","page","What You Can Do",24
2005631040,"https://qa.unthsc.edu/operations?page_id=2005631040","page","Resources",24
2005631041,"https://qa.unthsc.edu/operations?page_id=2005631041","page","FAQs",24
2005631045,"https://qa.unthsc.edu/operations?page_id=2005631045","page","Serve",24
2005631048,"https://qa.unthsc.edu/operations?page_id=2005631048","page","Tips",24
2005631055,"https://qa.unthsc.edu/operations?page_id=2005631055","page","Earthday",24
2005631065,"https://qa.unthsc.edu/operations?page_id=2005631065","page","Earthday2014",24
2005633342,"https://qa.unthsc.edu/operations?page_id=2005633342","page","Recycled Card",24
2005633568,"https://qa.unthsc.edu/operations?page_id=2005633568","page","Documentary Screening",24
2005633756,"https://qa.unthsc.edu/operations?page_id=2005633756","page","Event Waste Management",24
2005633805,"https://qa.unthsc.edu/operations?page_id=2005633805","page","Events",24
2007242375,"https://qa.unthsc.edu/operations?page_id=2007242375","page","Campus Emergency Plans",24
2007242376,"https://qa.unthsc.edu/operations?page_id=2007242376","page","National Incident Management System",24
2007242377,"https://qa.unthsc.edu/operations?page_id=2007242377","page"," Crime Prevention",24
2007242380,"https://qa.unthsc.edu/operations?page_id=2007242380","page","Fort Worth Outdoor Warning System",24
2007242416,"https://qa.unthsc.edu/operations?page_id=2007242416","page","Emergency Evacuation/Shelter Procedures",24
2008033665,"https://qa.unthsc.edu/operations?page_id=2008033665","page","Training Exemption Form",24
2008062572,"https://qa.unthsc.edu/operations?page_id=2008062572","page","Recycling Program",24
2008072931,"https://qa.unthsc.edu/operations/?page_id=2008072931","page","Think Green Challenge Details",24
200162000,"https://qa.unthsc.edu/operations/?page_id=200162000","page","Operations Download Pages",24
2008103503415,"https://qa.unthsc.edu/operations/?page_id=2008103503415","page","Donations",24
2,"https://qa.unthsc.edu/police/?page_id=2","page","Police",25
20033,"https://qa.unthsc.edu/police?page_id=20033","page","Police Department",25
200332959,"https://qa.unthsc.edu/police?page_id=200332959","page","Emergency Preparedness",25
200332969,"https://qa.unthsc.edu/police?page_id=200332969","page","Event Security",25
200332971,"https://qa.unthsc.edu/police?page_id=200332971","page","Sexual Assault",25
200332980,"https://qa.unthsc.edu/police?page_id=200332980","page","Crime Victim Information",25
2007882984,"https://qa.unthsc.edu/police?page_id=2007882984","page","Parking Permits",25
2007883126,"https://qa.unthsc.edu/police?page_id=2007883126","page","Section VI: Parking Permits",25
2007883742,"https://qa.unthsc.edu/police?page_id=2007883742","page","Updated Parking Information for September",25
20033000,"https://qa.unthsc.edu/police/?page_id=20033000","page","Police Download Pages",25
200802106225,"https://qa.unthsc.edu/police/?page_id=200802106225","page","Drug and Alcohol Use",25
200304,"https://qa.unthsc.edu/students?page_id=200304","page","Student Affairs",26
200307,"https://qa.unthsc.edu/students?page_id=200307","page","UNTHSC FINANCIAL AID OFFICE",26
200312,"https://qa.unthsc.edu/students?page_id=200312","page","Registrar",26
200313,"https://qa.unthsc.edu/students?page_id=200313","page","Student Development",26
200316,"https://qa.unthsc.edu/students?page_id=200316","page","UNTHSC Tuition and Fees",26
200485,"https://qa.unthsc.edu/students?page_id=200485","page","Student Health",26
200496,"https://qa.unthsc.edu/students?page_id=200496","page","Office of Disability Accommodations",26
200858,"https://qa.unthsc.edu/students?page_id=200858","page","Student Information",26
200092028,"https://qa.unthsc.edu/students?page_id=200092028","page","Admissions",26
200304449,"https://qa.unthsc.edu/students?page_id=200304449","page","Student Affairs Forms Page",26
200305503,"https://qa.unthsc.edu/students?page_id=200305503","page","ERAS Information",26
200305509,"https://qa.unthsc.edu/students?page_id=200305509","page","Student Employment Opportunities: Campus Jobs",26
200307427,"https://qa.unthsc.edu/students?page_id=200307427","page","Application and Awarding Process ",26
200307428,"https://qa.unthsc.edu/students?page_id=200307428","page","Types of Aid Available",26
200307429,"https://qa.unthsc.edu/students?page_id=200307429","page","Scholarships",26
200307430,"https://qa.unthsc.edu/students?page_id=200307430","page","EXTERNAL SCHOLARSHIP LINKS",26
200307432,"https://qa.unthsc.edu/students?page_id=200307432","page","Direct Loans",26
200307435,"https://qa.unthsc.edu/students?page_id=200307435","page","Forms and Helpful Links",26
200307437,"https://qa.unthsc.edu/students?page_id=200307437","page","FINANCIAL AID RETURN OF TITLE IV FUNDS",26
200307439,"https://qa.unthsc.edu/students?page_id=200307439","page","Frequently Asked Questions",26
200307440,"https://qa.unthsc.edu/students?page_id=200307440","page","Is Consolidation Right for You?",26
200307441,"https://qa.unthsc.edu/students?page_id=200307441","page","Loans",26
200307442,"https://qa.unthsc.edu/students?page_id=200307442","page","Financial Aid Glossary",26
200307443,"https://qa.unthsc.edu/students?page_id=200307443","page","Rights and Responsibilities",26
200307445,"https://qa.unthsc.edu/students?page_id=200307445","page","Consumer Information",26
200309529,"https://qa.unthsc.edu/students?page_id=200309529","page","Forms",26
200309532,"https://qa.unthsc.edu/students?page_id=200309532","page","ISA",26
200309533,"https://qa.unthsc.edu/students?page_id=200309533","page","International Student Orientation",26
200309535,"https://qa.unthsc.edu/students?page_id=200309535","page","Incoming Students",26
200310286,"https://qa.unthsc.edu/students?page_id=200310286","page","General Health Nutrition and Fitness",26
200311384,"https://qa.unthsc.edu/students?page_id=200311384","page","FAC Boot Camp",26
200311387,"https://qa.unthsc.edu/students?page_id=200311387","page","Exercise and Health Resources",26
200311388,"https://qa.unthsc.edu/students?page_id=200311388","page","Ideas for Exercises and Proper Technique",26
200311423,"https://qa.unthsc.edu/students?page_id=200311423","page","Group Exercise Schedule",26
200311424,"https://qa.unthsc.edu/students?page_id=200311424","page","Membership Packages",26
200311425,"https://qa.unthsc.edu/students?page_id=200311425","page","FAQ",26
200312289,"https://qa.unthsc.edu/students?page_id=200312289","page","FAQ's",26
200312297,"https://qa.unthsc.edu/students?page_id=200312297","page","Residency",26
200312298,"https://qa.unthsc.edu/students?page_id=200312298","page","Meningitis Information ",26
200312299,"https://qa.unthsc.edu/students?page_id=200312299","page","FERPA",26
200312301,"https://qa.unthsc.edu/students?page_id=200312301","page","Veterans Benefits",26
200312392,"https://qa.unthsc.edu/students?page_id=200312392","page","What is FERPA",26
200312393,"https://qa.unthsc.edu/students?page_id=200312393","page","What are education records",26
200312394,"https://qa.unthsc.edu/students?page_id=200312394","page","Parents Rights",26
200312395,"https://qa.unthsc.edu/students?page_id=200312395","page","Directory Info",26
200312396,"https://qa.unthsc.edu/students?page_id=200312396","page","Student Withhold",26
200312397,"https://qa.unthsc.edu/students?page_id=200312397","page","Released No Consent",26
200312398,"https://qa.unthsc.edu/students?page_id=200312398","page","Two Steps",26
200312399,"https://qa.unthsc.edu/students?page_id=200312399","page","Documents Student",26
200312400,"https://qa.unthsc.edu/students?page_id=200312400","page","Institutional Policy",26
200312401,"https://qa.unthsc.edu/students?page_id=200312401","page","What Happens",26
200312402,"https://qa.unthsc.edu/students?page_id=200312402","page","Remember",26
200312958,"https://qa.unthsc.edu/students?page_id=200312958","page","Add/Drop Classes",26
200312959,"https://qa.unthsc.edu/students?page_id=200312959","page","Withdrawal/Leave of Absence",26
200313543,"https://qa.unthsc.edu/students?page_id=200313543","page","Registered Student Organizations",26
200313544,"https://qa.unthsc.edu/students?page_id=200313544","page","Student Programs and Events",26
200484467,"https://qa.unthsc.edu/students?page_id=200484467","page","Resources",26
2003042944,"https://qa.unthsc.edu/students?page_id=2003042944","page","Student Consumer Information",26
2003043264,"https://qa.unthsc.edu/students?page_id=2003043264","page","Temporary Illness",26
2003043312,"https://qa.unthsc.edu/students?page_id=2003043312","page","Campus Security Authority Training and Reporting",26
2003043395,"https://qa.unthsc.edu/students?page_id=2003043395","page","UNTHSC Sexual Assault Support",26
2003043427,"https://qa.unthsc.edu/students?page_id=2003043427","page","How to Report",26
2003043431,"https://qa.unthsc.edu/students?page_id=2003043431","page","Definitions and Terms",26
2003043688,"https://qa.unthsc.edu/students?page_id=2003043688","page","In Case of Sexual Assault",26
2003091175,"https://qa.unthsc.edu/students?page_id=2003091175","page","Fall 2014",26
2003093344,"https://qa.unthsc.edu/students?page_id=2003093344","page","Departmental Forms",26
2003121348,"https://qa.unthsc.edu/students?page_id=2003121348","page","Transcripts",26
2003123140,"https://qa.unthsc.edu/students?page_id=2003123140","page","Excess Hours for Doctoral Students",26
2003123298,"https://qa.unthsc.edu/students?page_id=2003123298","page","Enrollment Status & Verifications",26
2003161747,"https://qa.unthsc.edu/students?page_id=2003161747","page","M.S. in Medical Sciences",26
2006141273,"https://qa.unthsc.edu/students?page_id=2006141273","page","Mental Health/Psychology",26
2006141274,"https://qa.unthsc.edu/students?page_id=2006141274","page","Health Insurance",26
2006141276,"https://qa.unthsc.edu/students?page_id=2006141276","page","Policies",26
2007213227,"https://qa.unthsc.edu/students?page_id=2007213227","page","Brian Wang - Treasurer",26
2008633651,"https://qa.unthsc.edu/students?page_id=2008633651","page","Register",26
200489497,"https://qa.unthsc.edu/students?page_id=200489497","page","New Student Information ",26
200489513,"https://qa.unthsc.edu/students?page_id=200489513","page","Student Organizations and Governments",26
200489514,"https://qa.unthsc.edu/students?page_id=200489514","page","Student Resources ",26
200489548,"https://qa.unthsc.edu/students?page_id=200489548","page","UNTHSC Academic Calendars",26
200489549,"https://qa.unthsc.edu/students?page_id=200489549","page","TCOM Orientation Information",26
200489550,"https://qa.unthsc.edu/students?page_id=200489550","page","GSBS Orientation Information",26
200489551,"https://qa.unthsc.edu/students?page_id=200489551","page","SPH Orientation Information",26
200489552,"https://qa.unthsc.edu/students?page_id=200489552","page","DPT Orientation Information",26
200489553,"https://qa.unthsc.edu/students?page_id=200489553","page","PA Orientation Information",26
200489554,"https://qa.unthsc.edu/students?page_id=200489554","page","Pharmacy Orientation Information",26
200305000,"https://qa.unthsc.edu/students/?page_id=200305000","page","Students Download Pages",26
2008683493,"https://qa.unthsc.edu/patient-care?page_id=2008683493","page","STEP Mission Statement",27
2008683577,"https://qa.unthsc.edu/patient-care?page_id=2008683577","page","About STEP",27
2008683578,"https://qa.unthsc.edu/patient-care?page_id=2008683578","page","Who We Serve",27
2008683583,"https://qa.unthsc.edu/patient-care?page_id=2008683583","page","Meet the STEP Team",27
2008683729,"https://qa.unthsc.edu/patient-care?page_id=2008683729","page","Testimonials",27
2008773749,"https://qa.unthsc.edu/patient-care?page_id=2008773749","page","Find a Physician",27
200535000,"https://qa.unthsc.edu/patient-care/?page_id=200535000","page","Patient Care Download Pages",27
20005,"https://qa.unthsc.edu/school-of-public-health?page_id=20005","page","School of Public Health",8
20005657,"https://qa.unthsc.edu/school-of-public-health?page_id=20005657","page","Contact Us",8
20005661,"https://qa.unthsc.edu/school-of-public-health?page_id=20005661","page","About Us",8
20005662,"https://qa.unthsc.edu/school-of-public-health?page_id=20005662","page","In the Community",8
20005689,"https://qa.unthsc.edu/school-of-public-health?page_id=20005689","page","Dean's Message Community",8
20005723,"https://qa.unthsc.edu/school-of-public-health?page_id=20005723","page","Research",8
20005777,"https://qa.unthsc.edu/school-of-public-health?page_id=20005777","page","Accepted Students",8
20005778,"https://qa.unthsc.edu/school-of-public-health?page_id=20005778","page","Dean's Welcome",8
20005780,"https://qa.unthsc.edu/school-of-public-health?page_id=20005780","page","Course Registration",8
20005783,"https://qa.unthsc.edu/school-of-public-health?page_id=20005783","page","International Applicants",8
20005784,"https://qa.unthsc.edu/school-of-public-health?page_id=20005784","page","Admission Requirements",8
20005785,"https://qa.unthsc.edu/school-of-public-health?page_id=20005785","page","Application Deadlines",8
20005786,"https://qa.unthsc.edu/school-of-public-health?page_id=20005786","page","Apply Now",8
20005787,"https://qa.unthsc.edu/school-of-public-health?page_id=20005787","page","FAQ",8
20005788,"https://qa.unthsc.edu/school-of-public-health?page_id=20005788","page","Non Degree",8
20005790,"https://qa.unthsc.edu/school-of-public-health?page_id=20005790","page","Master of Public Health Professional Option",8
20005794,"https://qa.unthsc.edu/school-of-public-health?page_id=20005794","page","Degree Plans",8
20005795,"https://qa.unthsc.edu/school-of-public-health?page_id=20005795","page","2011-2012 Degree Plans",8
20005796,"https://qa.unthsc.edu/school-of-public-health?page_id=20005796","page","2010-2011 Degree Plans",8
20005797,"https://qa.unthsc.edu/school-of-public-health?page_id=20005797","page","2009-2010 Degree Plans",8
20005798,"https://qa.unthsc.edu/school-of-public-health?page_id=20005798","page","2008-2009 Degree Plans",8
20005805,"https://qa.unthsc.edu/school-of-public-health?page_id=20005805","page","Current Students",8
20005813,"https://qa.unthsc.edu/school-of-public-health?page_id=20005813","page","Commencement",8
20005815,"https://qa.unthsc.edu/school-of-public-health?page_id=20005815","page","MPH Practice Experience",8
20005830,"https://qa.unthsc.edu/school-of-public-health?page_id=20005830","page","Future Students",8
20005834,"https://qa.unthsc.edu/school-of-public-health?page_id=20005834","page","Doctor of Philosophy in Public Health Sciences",8
20005835,"https://qa.unthsc.edu/school-of-public-health?page_id=20005835","page","Doctor of Public Health (DrPH) Program",8
20005836,"https://qa.unthsc.edu/school-of-public-health?page_id=20005836","page","Master of Public Health Program",8
20005838,"https://qa.unthsc.edu/school-of-public-health?page_id=20005838","page","Master of Health Administration Program",8
20005848,"https://qa.unthsc.edu/school-of-public-health?page_id=20005848","page","Degree Programs",8
20005849,"https://qa.unthsc.edu/school-of-public-health?page_id=20005849","page","2011-2012",8
20005853,"https://qa.unthsc.edu/school-of-public-health?page_id=20005853","page","2007-2008 Degree Plans",8
200293,"https://qa.unthsc.edu/school-of-public-health?page_id=200293","page","Department of Epidemiology",8
200511,"https://qa.unthsc.edu/school-of-public-health?page_id=200511","page","Masters of Health Administration",8
200564,"https://qa.unthsc.edu/school-of-public-health?page_id=200564","page","Center for Public Health Practice Experience",8
200051526,"https://qa.unthsc.edu/school-of-public-health?page_id=200051526","page","Financial Assistance",8
200052947,"https://qa.unthsc.edu/school-of-public-health?page_id=200052947","page","2013 - 2014 Program Profile",8
200053012,"https://qa.unthsc.edu/school-of-public-health?page_id=200053012","page","Sequential Masters",8
200053070,"https://qa.unthsc.edu/school-of-public-health?page_id=200053070","page","MPH Biostatistics",8
200053073,"https://qa.unthsc.edu/school-of-public-health?page_id=200053073","page","MPH Community Health",8
200053170,"https://qa.unthsc.edu/school-of-public-health?page_id=200053170","page","MPH Environmental & Occupational Health Sciences",8
200053171,"https://qa.unthsc.edu/school-of-public-health?page_id=200053171","page","MPH Epidemiology",8
200053172,"https://qa.unthsc.edu/school-of-public-health?page_id=200053172","page","MPH Health Management & Policy",8
200053408,"https://qa.unthsc.edu/school-of-public-health?page_id=200053408","page","MPH Maternal and Child Health",8
200053660,"https://qa.unthsc.edu/school-of-public-health?page_id=200053660","page","MPH Environmental and Occupational Health Sciences & Epidemiology ",8
200053669,"https://qa.unthsc.edu/school-of-public-health?page_id=200053669","page","2014 - 2015 Program Profile",8
200053670,"https://qa.unthsc.edu/school-of-public-health?page_id=200053670","page","MPH Epidemiology & Biostatistics",8
200293904,"https://qa.unthsc.edu/school-of-public-health?page_id=200293904","page","UNTHSC",8
200564817,"https://qa.unthsc.edu/school-of-public-health?page_id=200564817","page","Previous Practice Experience Sites",8
200564824,"https://qa.unthsc.edu/school-of-public-health?page_id=200564824","page"," Poster Session",8
200564826,"https://qa.unthsc.edu/school-of-public-health?page_id=200564826","page"," Forms",8
2005113728,"https://qa.unthsc.edu/school-of-public-health?page_id=2005113728","page","MHA FAQs",8
200511000,"https://qa.unthsc.edu/school-of-public-health/?page_id=200511000","page","School of Public Health Download Pages",8
200167,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167","page","Clinical Education",9
200215,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200215","page","Graduate Medical Education",9
200232,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200232","page","Internal Medicine",9
200265,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200265","page","Welcome to the Department of Orthopaedic Surgery",9
200657,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200657","page","Faculty Development Center",9
200674,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200674","page","Welcome to Residency 101 at the Texas College of Osteopathic Medicine",9
200717,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200717","page","Welcome TCOM Class of 2012",9
200031869,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200031869","page","Departments",9
200031873,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200031873","page","Commencement",9
200167985,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167985","page","Year 3 and 4",9
200167986,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167986","page","*Forms*",9
200167988,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167988","page","International Rotations",9
200167990,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167990","page","Year Three Rotations",9
200167993,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167993","page","Year Four Rotations",9
